case Id,activity,timestamp
144_30,Added Activity,63706049877
144_30,Check credit history,63706051221
144_30,Assess loan risk,63706051606
144_30,Assess loan risk,63706052404
144_30,Appraise property,63706054079
144_30,Added Activity,63706054790
144_30,Check credit history,63706054929
144_30,Assess loan risk,63706056297
144_30,Appraise property,63706057190
144_30,Assess loan risk,63706057566
144_30,Added Activity,63706057761
144_30,Check credit history,63706057990
144_30,Assess loan risk,63706058979
144_30,Appraise property,63706062242
144_30,Assess loan risk,63706062243
144_30,Assess eligibility,63706062455
144_30,Reject application,63706063366
144_30,Loan application rejected,63706063366
120_31,Loan application received,63704329200
120_31,Check application form completeness,63704329514
120_31,Check credit history,63704329521
120_31,Assess loan risk,63704329747
120_31,Added Activity,63704330483
120_31,Assess loan risk,63704330575
120_31,Appraise property,63704333194
120_31,Check credit history,63704333468
120_31,Added Activity,63704334902
120_31,Assess loan risk,63704337003
120_31,Appraise property,63704337121
120_31,Check credit history,63704337820
120_31,Assess loan risk,63704338133
120_31,Assess loan risk,63704339960
120_31,Added Activity,63704340069
120_31,Assess loan risk,63704340591
120_31,Appraise property,63704342216
120_31,Added Activity,63704402761
120_31,Assess loan risk,63704403591
120_31,Appraise property,63704404031
120_31,Check credit history,63704404129
120_31,Check credit history,63704404922
120_31,Assess loan risk,63704405018
120_31,Assess loan risk,63704405342
120_31,Added Activity,63704405739
120_31,Assess loan risk,63704406307
120_31,Appraise property,63704406549
120_31,Added Activity,63704407162
120_31,Appraise property,63704407587
120_31,Check credit history,63704407695
120_31,Assess loan risk,63704407721
120_31,Check credit history,63704407792
120_31,Assess loan risk,63704408390
120_31,Assess loan risk,63704408902
120_31,Added Activity,63704409470
120_31,Appraise property,63704410564
120_31,Assess eligibility,63704415751
120_31,Prepare acceptance pack,63704417826
120_31,Check if home insurance quote is requested,63704417846
120_31,Assess loan risk,63704418738
120_31,Send home insurance quote,63704419135
120_31,Verify repayment agreement,63704421118
120_31,Approve application,63704427876
120_31,Loan application approved,63704427876
128_32,Loan application received,63704862000
128_32,Check application form completeness,63704920103
128_32,Check credit history,63704922539
128_32,Assess loan risk,63704922603
128_32,Added Activity,63704923220
128_32,Appraise property,63704923667
128_32,Check credit history,63704923672
128_32,Assess loan risk,63704923684
128_32,Added Activity,63704923697
128_32,Appraise property,63704923734
128_32,Added Activity,63704923819
128_32,Assess loan risk,63704924216
128_32,Check credit history,63704924486
128_32,Appraise property,63704924542
128_32,Assess loan risk,63704924905
128_32,Assess loan risk,63704924909
128_32,Added Activity,63704925265
128_32,Appraise property,63704925664
128_32,Check credit history,63704926047
128_32,Added Activity,63704926064
128_32,Assess loan risk,63704926829
128_32,Assess loan risk,63704927746
128_32,Assess loan risk,63704927940
128_32,Appraise property,63704928923
128_32,Check credit history,63704930302
128_32,Assess eligibility,63704933225
128_32,Assess loan risk,63704933355
128_32,Assess loan risk,63704933472
128_32,Prepare acceptance pack,63704933542
128_32,Check if home insurance quote is requested,63704933864
128_32,Send acceptance pack,63704934558
128_32,Verify repayment agreement,63704935005
128_32,Cancel application,63704940598
128_32,Loan application canceled,63704940598
142_33,Loan application received,63705722400
142_33,Check application form completeness,63705723254
142_33,Added Activity,63705723479
142_33,Check credit history,63705723884
142_33,Assess loan risk,63705725624
142_33,Assess loan risk,63705784020
142_33,Appraise property,63705785601
142_33,Check credit history,63705786542
142_33,Added Activity,63705787025
142_33,Assess loan risk,63705787556
142_33,Assess loan risk,63705789511
142_33,Appraise property,63705794186
142_33,Check credit history,63705794944
142_33,Assess loan risk,63705799901
142_33,Added Activity,63705807940
142_33,Appraise property,63705807963
142_33,Assess loan risk,63705808680
142_33,Check credit history,63705810079
142_33,Assess loan risk,63705810369
142_33,Added Activity,63705812100
142_33,Appraise property,63705812352
142_33,Assess loan risk,63706043792
142_33,Assess eligibility,63706044890
142_33,Prepare acceptance pack,63706045247
142_33,Check if home insurance quote is requested,63706046365
142_33,Send home insurance quote,63706051127
142_33,Verify repayment agreement,63706052075
142_33,Approve application,63706052701
142_33,Loan application approved,63706052701
121_34,Loan application received,63704403000
121_34,Check application form completeness,63704403388
121_34,Check credit history,63704404765
121_34,Assess loan risk,63704405334
121_34,Added Activity,63704407547
121_34,Assess loan risk,63704411136
121_34,Appraise property,63704411361
121_34,Added Activity,63704411384
121_34,Assess loan risk,63704411625
121_34,Appraise property,63704412187
121_34,Check credit history,63704412189
121_34,Added Activity,63704414028
121_34,Appraise property,63704414069
121_34,Assess loan risk,63704414723
121_34,Assess loan risk,63704414798
121_34,Check credit history,63704415256
121_34,Added Activity,63704416863
121_34,Assess loan risk,63704418281
121_34,Assess loan risk,63704418506
121_34,Appraise property,63704420206
121_34,Added Activity,63704422114
121_34,Appraise property,63704422663
121_34,Check credit history,63704422811
121_34,Assess eligibility,63704423763
121_34,Assess loan risk,63704424183
121_34,Assess loan risk,63704424271
121_34,Check credit history,63704424355
121_34,Prepare acceptance pack,63704424450
121_34,Assess loan risk,63704425462
121_34,Check if home insurance quote is requested,63704428332
121_34,Send acceptance pack,63704429984
121_34,Verify repayment agreement,63704490025
121_34,Cancel application,63704491398
121_34,Loan application canceled,63704491398
129_35,Loan application received,63704935800
129_35,Check application form completeness,63704936726
129_35,Check credit history,63704936743
129_35,Added Activity,63704936949
129_35,Assess loan risk,63704937425
129_35,Appraise property,63704940392
129_35,Assess loan risk,63704942181
129_35,Assess eligibility,63704942349
129_35,Reject application,63704945272
129_35,Loan application rejected,63704945272
79_36,Loan application received,63701476200
79_36,Check application form completeness,63701479228
79_36,Check credit history,63701481723
79_36,Added Activity,63701481956
79_36,Assess loan risk,63701482310
79_36,Appraise property,63701484824
79_36,Check credit history,63701485668
79_36,Assess loan risk,63701486106
79_36,Added Activity,63701486144
79_36,Appraise property,63701486610
79_36,Check credit history,63701486964
79_36,Assess loan risk,63701487180
79_36,Assess loan risk,63701487829
79_36,Assess loan risk,63701489064
79_36,Added Activity,63701490577
79_36,Assess loan risk,63701491985
79_36,Appraise property,63701553259
79_36,Assess eligibility,63701553559
79_36,Reject application,63701554862
79_36,Loan application rejected,63701554862
57_37,Loan application received,63700083000
57_37,Check application form completeness,63700084390
57_37,Added Activity,63700085306
57_37,Assess loan risk,63700087825
57_37,Check credit history,63700089378
57_37,Appraise property,63700090484
57_37,Assess eligibility,63700091639
57_37,Assess loan risk,63700093988
57_37,Prepare acceptance pack,63700094993
57_37,Check if home insurance quote is requested,63700095239
57_37,Send home insurance quote,63700095697
57_37,Verify repayment agreement,63700100306
57_37,Approve application,63700101119
57_37,Loan application approved,63700101119
242_38,Loan application received,63712699200
242_38,Check application form completeness,63712700252
242_38,Check credit history,63712700334
242_38,Assess loan risk,63712700566
242_38,Added Activity,63712700795
242_38,Appraise property,63712701131
242_38,Added Activity,63712701549
242_38,Assess loan risk,63712701804
242_38,Assess loan risk,63712702454
242_38,Appraise property,63712703326
242_38,Assess eligibility,63712703630
242_38,Check credit history,63712705039
242_38,Assess loan risk,63712705135
242_38,Prepare acceptance pack,63712706264
242_38,Check if home insurance quote is requested,63712706846
242_38,Send acceptance pack,63712707811
242_38,Verify repayment agreement,63712711072
242_38,Approve application,63712714509
242_38,Loan application approved,63712714509
56_39,Loan application received,63700009200
56_39,Check application form completeness,63700009250
56_39,Return application back to applicant,63700012341
56_39,Receive updated application,63700013331
56_39,Check application form completeness,63700014597
56_39,Check credit history,63700015238
56_39,Added Activity,63700016126
56_39,Assess loan risk,63700016240
56_39,Assess loan risk,63700016894
56_39,Appraise property,63700017432
56_39,Check credit history,63700017718
56_39,Assess loan risk,63700017725
56_39,Added Activity,63700021318
56_39,Appraise property,63700023352
56_39,Added Activity,63700081670
56_39,Assess loan risk,63700082062
56_39,Appraise property,63700082787
56_39,Check credit history,63700083504
56_39,Assess eligibility,63700083673
56_39,Assess loan risk,63700086077
56_39,Assess loan risk,63700086433
56_39,Reject application,63700090763
56_39,Loan application rejected,63700090763
78_40,Loan application received,63701402400
78_40,Check application form completeness,63701403184
78_40,Return application back to applicant,63701464116
78_40,Receive updated application,63701469371
78_40,Check application form completeness,63701476336
78_40,Check credit history,63701477602
78_40,Assess loan risk,63701479285
78_40,Added Activity,63701480085
78_40,Appraise property,63701480264
78_40,Assess eligibility,63701482877
78_40,Assess loan risk,63701483638
78_40,Reject application,63701488640
78_40,Loan application rejected,63701488640
55_41,Loan application received,63699762600
55_41,Check application form completeness,63699763425
55_41,Check credit history,63699995189
55_41,Assess loan risk,63699995327
55_41,Added Activity,63699996723
55_41,Assess loan risk,63699997149
55_41,Appraise property,63699998376
55_41,Assess eligibility,63700004403
55_41,Reject application,63700004596
55_41,Loan application rejected,63700004596
241_42,Loan application received,63712452600
241_42,Check application form completeness,63712453404
241_42,Added Activity,63712453823
241_42,Check credit history,63712456190
241_42,Assess loan risk,63712456660
241_42,Assess loan risk,63712458708
241_42,Appraise property,63712461159
241_42,Assess eligibility,63712461220
241_42,Reject application,63712464545
241_42,Loan application rejected,63712464545
77_43,Loan application received,63701386200
77_43,Check application form completeness,63701386826
77_43,Added Activity,63701387665
77_43,Check credit history,63701388146
77_43,Assess loan risk,63701389532
77_43,Appraise property,63701392054
77_43,Assess eligibility,63701392222
77_43,Assess loan risk,63701392743
77_43,Prepare acceptance pack,63701394831
77_43,Check if home insurance quote is requested,63701395167
77_43,Send acceptance pack,63701395312
77_43,Verify repayment agreement,63701396827
77_43,Approve application,63701397969
77_43,Loan application approved,63701397969
53_44,Loan application received,63699672600
53_44,Check application form completeness,63699674242
53_44,Added Activity,63699675649
53_44,Assess loan risk,63699736858
53_44,Check credit history,63699738631
53_44,Appraise property,63699739783
53_44,Added Activity,63699739796
53_44,Assess loan risk,63699740068
53_44,Assess loan risk,63699740690
53_44,Appraise property,63699741010
53_44,Added Activity,63699741593
53_44,Assess loan risk,63699742109
53_44,Appraise property,63699742258
53_44,Check credit history,63699742519
53_44,Assess eligibility,63699742589
53_44,Prepare acceptance pack,63699743412
53_44,Assess loan risk,63699743889
53_44,Check if home insurance quote is requested,63699744091
53_44,Send home insurance quote,63699747648
53_44,Verify repayment agreement,63699748484
53_44,Check credit history,63699748732
53_44,Approve application,63699748890
53_44,Loan application approved,63699748890
53_44,Assess loan risk,63699750649
52_45,Loan application received,63699656400
52_45,Check application form completeness,63699659354
52_45,Check credit history,63699659458
52_45,Assess loan risk,63699662307
52_45,Added Activity,63699663864
52_45,Appraise property,63699667493
52_45,Assess loan risk,63699667926
52_45,Added Activity,63699669835
52_45,Assess loan risk,63699670442
52_45,Appraise property,63699670687
52_45,Assess eligibility,63699672315
52_45,Check credit history,63699675160
52_45,Assess loan risk,63699675393
52_45,Prepare acceptance pack,63699675595
52_45,Check if home insurance quote is requested,63699675654
52_45,Send home insurance quote,63699736716
52_45,Verify repayment agreement,63699737109
52_45,Approve application,63699738437
52_45,Loan application approved,63699738437
54_46,Loan application received,63699746400
54_46,Check application form completeness,63699747405
54_46,Added Activity,63699748375
54_46,Assess loan risk,63699749018
54_46,Appraise property,63699749693
54_46,Check credit history,63699751533
54_46,Assess loan risk,63699752153
54_46,Added Activity,63699753994
54_46,Check credit history,63699754712
54_46,Assess loan risk,63699755015
54_46,Assess loan risk,63699756923
54_46,Appraise property,63699757914
54_46,Added Activity,63699757986
54_46,Assess loan risk,63699760130
54_46,Appraise property,63699760260
54_46,Check credit history,63699760279
54_46,Assess loan risk,63699761657
54_46,Added Activity,63699762391
54_46,Appraise property,63699763836
54_46,Check credit history,63699763854
54_46,Added Activity,63699995866
54_46,Check credit history,63699996411
54_46,Assess loan risk,63699996757
54_46,Appraise property,63699997110
54_46,Assess eligibility,63699998017
54_46,Reject application,63699998489
54_46,Loan application rejected,63699998489
54_46,Assess loan risk,63699998859
54_46,Assess loan risk,63699998864
54_46,Assess loan risk,63700002138
74_47,Loan application received,63701222400
74_47,Check application form completeness,63701223925
74_47,Added Activity,63701224646
74_47,Check credit history,63701225244
74_47,Assess loan risk,63701226416
74_47,Appraise property,63701227518
74_47,Assess loan risk,63701228825
74_47,Assess eligibility,63701229429
74_47,Reject application,63701230434
74_47,Loan application rejected,63701230434
76_48,Loan application received,63701312400
76_48,Check application form completeness,63701377425
76_48,Added Activity,63701377469
76_48,Assess loan risk,63701377479
76_48,Appraise property,63701378435
76_48,Check credit history,63701378726
76_48,Check credit history,63701379005
76_48,Assess loan risk,63701379817
76_48,Assess loan risk,63701379823
76_48,Added Activity,63701380203
76_48,Assess loan risk,63701381166
76_48,Appraise property,63701381563
76_48,Added Activity,63701382103
76_48,Assess loan risk,63701382178
76_48,Check credit history,63701383173
76_48,Assess loan risk,63701384085
76_48,Appraise property,63701384542
76_48,Added Activity,63701384787
76_48,Check credit history,63701384859
76_48,Assess loan risk,63701385541
76_48,Assess loan risk,63701385709
